asset_id,asset_name,asset_type,owner_name,owner_ticker,owner_match_confidence,development_phase,indications,score,score_drivers,source_name,source_id,source_url,published_at,patent_expiry,exclusivity_expiry,metadata
16fbefbeec0b48267475,ABACAVIR SULFATE; LAMIVUDINE,approved_small_molecule,HETERO LABS LTD UNIT V,,0.0,approved,[],30.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (5 applicants)""]",FDA Orange Book,205412,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 5, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABACAVIR SULFATE AND LAMIVUDINE""]}"
51a464a6f3fdc813599d,ABACAVIR SULFATE; LAMIVUDINE,approved_small_molecule,LAURUS LABS LTD,,0.0,approved,[],30.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (5 applicants)""]",FDA Orange Book,216332,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 5, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABACAVIR SULFATE AND LAMIVUDINE""]}"
1b18aa15a80726c4f379,ABALOPARATIDE,approved_small_molecule,RADIUS HEALTH INC,,0.0,approved,[],83.73,"[""FDA-listed marketed product"", ""innovator/reference application"", ""13.5 years of listed protection"", ""single listed applicant for ingredient""]",FDA Orange Book,208743,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,2040-01-10,,"{""applicant_count_for_ingredient"": 1, ""application_types"": [""N""], ""is_reference_drug"": true, ""patent_count"": 9, ""routes"": [""SOLUTION;SUBCUTANEOUS""], ""trade_names"": [""TYMLOS""]}"
89811c56582a0e2d9039,ABEMACICLIB,approved_small_molecule,ELI LILLY AND CO,LLY,1.0,approved,[],74.47,"[""FDA-listed marketed product"", ""innovator/reference application"", ""5.2 years of listed protection"", ""single listed applicant for ingredient""]",FDA Orange Book,208716,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,2031-09-28,,"{""applicant_count_for_ingredient"": 1, ""application_types"": [""N""], ""is_reference_drug"": true, ""patent_count"": 1, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""VERZENIO""]}"
57b6378a3c9816d09fab,ABIRATERONE ACETATE,approved_small_molecule,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,,0.0,approved,[],26.75,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,208327,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABIRATERONE ACETATE""]}"
4ae2e8527c22b81b0667,ABIRATERONE ACETATE,approved_small_molecule,APOTEX INC,,0.0,approved,[],25.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,208453,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABIRATERONE ACETATE""]}"
297b28673896f435d22d,ABIRATERONE ACETATE,approved_small_molecule,DR REDDYS LABORATORIES LTD,,0.0,approved,[],26.75,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,208416,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABIRATERONE ACETATE""]}"
0b149f5f9947f5de181d,ABIRATERONE ACETATE,approved_small_molecule,FLORIDA PHARMACEUTICAL PRODUCTS LLC,,0.0,approved,[],25.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,215086,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABIRATERONE ACETATE""]}"
5a1583db549c6accc49e,ABIRATERONE ACETATE,approved_small_molecule,GLENMARK SPECIALTY SA,,0.0,approved,[],26.75,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,209227,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABIRATERONE ACETATE""]}"
92d7f67708c929ade089,ABIRATERONE ACETATE,approved_small_molecule,HIKMA PHARMACEUTICALS LLC,,0.0,approved,[],25.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,208339,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABIRATERONE ACETATE""]}"
09f0b32efe06ec9d57c1,ABIRATERONE ACETATE,approved_small_molecule,JANSSEN BIOTECH INC,,0.0,approved,[],44.75,"[""FDA-listed marketed product"", ""innovator/reference application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,202379,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""N""], ""is_reference_drug"": true, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ZYTIGA""]}"
f1bcae213fdf0493cb01,ABIRATERONE ACETATE,approved_small_molecule,MSN LABORATORIES PRIVATE LTD,,0.0,approved,[],26.75,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,210686,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABIRATERONE ACETATE""]}"
4921950a8dc3f3354062,ABIRATERONE ACETATE,approved_small_molecule,MYLAN PHARMACEUTICALS INC,,0.0,approved,[],26.75,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,208446,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABIRATERONE ACETATE""]}"
42de2ac78a3fff90d1f1,ABIRATERONE ACETATE,approved_small_molecule,NOVUGEN ONCOLOGY SDN BHD,,0.0,approved,[],26.75,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,215947,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABIRATERONE ACETATE""]}"
4f30e1886ba7d9630b08,ABIRATERONE ACETATE,approved_small_molecule,QILU PHARMACEUTICAL CO LTD,,0.0,approved,[],26.75,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,212462,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABIRATERONE ACETATE""]}"
cfd4a99eceb9f9dcd77d,ABIRATERONE ACETATE,approved_small_molecule,RISING PHARMA HOLDINGS INC,,0.0,approved,[],25.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,208371,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABIRATERONE ACETATE""]}"
b340166f0da072a4a1a0,ABIRATERONE ACETATE,approved_small_molecule,SUN PHARMACEUTICAL INDUSTRIES LTD,,0.0,approved,[],62.52,"[""FDA-listed marketed product"", ""innovator/reference application"", ""7.8 years of listed protection"", ""high listed competition (14 applicants)""]",FDA Orange Book,210308,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,2034-05-20,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""N""], ""is_reference_drug"": true, ""patent_count"": 2, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""YONSA""]}"
23129847695a9b3192d4,ABIRATERONE ACETATE,approved_small_molecule,WOCKHARDT BIO AG,,0.0,approved,[],25.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (14 applicants)""]",FDA Orange Book,208380,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 14, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ABIRATERONE ACETATE""]}"
bfdfe81db4deef9bff76,ABIRATERONE ACETATE; NIRAPARIB TOSYLATE,approved_small_molecule,JANSSEN BIOTECH INC,,0.0,approved,[],84.75,"[""FDA-listed marketed product"", ""innovator/reference application"", ""11.7 years of listed protection"", ""single listed applicant for ingredient""]",FDA Orange Book,216793,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,2038-03-27,2028-12-12,"{""applicant_count_for_ingredient"": 1, ""application_types"": [""N""], ""is_reference_drug"": true, ""patent_count"": 13, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""AKEEGA""]}"
545b278870b6bebb0fec,ABROCITINIB,approved_small_molecule,PFIZER INC,PFE,1.0,approved,[],84.22,"[""FDA-listed marketed product"", ""innovator/reference application"", ""9.5 years of listed protection"", ""single listed applicant for ingredient""]",FDA Orange Book,213871,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,2036-01-14,2027-01-14,"{""applicant_count_for_ingredient"": 1, ""application_types"": [""N""], ""is_reference_drug"": true, ""patent_count"": 3, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""CIBINQO""]}"
60c5ec5b49b862f2b0e4,ACALABRUTINIB,approved_small_molecule,ASTRAZENECA UK LTD,,0.0,approved,[],83.6,"[""FDA-listed marketed product"", ""innovator/reference application"", ""9.9 years of listed protection"", ""single listed applicant for ingredient""]",FDA Orange Book,210259,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,2036-07-01,2029-02-19,"{""applicant_count_for_ingredient"": 1, ""application_types"": [""N""], ""is_reference_drug"": true, ""patent_count"": 9, ""routes"": [""CAPSULE;ORAL""], ""trade_names"": [""CALQUENCE""]}"
1d3b6dd917e258e48fc8,ACALABRUTINIB MALEATE,approved_small_molecule,ASTRAZENECA UK LTD,,0.0,approved,[],83.6,"[""FDA-listed marketed product"", ""innovator/reference application"", ""9.9 years of listed protection"", ""single listed applicant for ingredient""]",FDA Orange Book,216387,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,2036-07-01,2029-02-19,"{""applicant_count_for_ingredient"": 1, ""application_types"": [""N""], ""is_reference_drug"": true, ""patent_count"": 8, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""CALQUENCE""]}"
2827699eb031818c7f8a,ACAMPROSATE CALCIUM,approved_small_molecule,APPCO PHARMA LLC,,0.0,approved,[],30.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (5 applicants)""]",FDA Orange Book,218984,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 5, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET, DELAYED RELEASE;ORAL""], ""trade_names"": [""ACAMPROSATE CALCIUM""]}"
6ff308346e02c200bcb4,ACAMPROSATE CALCIUM,approved_small_molecule,BIONPHARMA INC,,0.0,approved,[],30.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (5 applicants)""]",FDA Orange Book,219904,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 5, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET, DELAYED RELEASE;ORAL""], ""trade_names"": [""ACAMPROSATE CALCIUM""]}"
a14a9bd1dedb9520d77f,ACAMPROSATE CALCIUM,approved_small_molecule,GLENMARK PHARMACEUTICALS LTD,,0.0,approved,[],30.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (5 applicants)""]",FDA Orange Book,202229,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 5, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET, DELAYED RELEASE;ORAL""], ""trade_names"": [""ACAMPROSATE CALCIUM""]}"
da51ae86a959c7ba4054,ACAMPROSATE CALCIUM,approved_small_molecule,MYLAN PHARMACEUTICALS INC,,0.0,approved,[],30.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (5 applicants)""]",FDA Orange Book,200142,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 5, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET, DELAYED RELEASE;ORAL""], ""trade_names"": [""ACAMPROSATE CALCIUM""]}"
f26b348725c930ddb137,ACAMPROSATE CALCIUM,approved_small_molecule,ZYDUS PHARMACEUTICALS USA INC,,0.0,approved,[],30.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (5 applicants)""]",FDA Orange Book,205995,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 5, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET, DELAYED RELEASE;ORAL""], ""trade_names"": [""ACAMPROSATE CALCIUM""]}"
544a9c31428d8bcd234b,ACARBOSE,approved_small_molecule,AVET LIFESCIENCES LTD,,0.0,approved,[],32.47,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (6 applicants)""]",FDA Orange Book,202271,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 6, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ACARBOSE""]}"
ceb71874fe4443241403,ACARBOSE,approved_small_molecule,HIKMA PHARMACEUTICALS USA INC,,0.0,approved,[],32.47,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (6 applicants)""]",FDA Orange Book,078470,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 6, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ACARBOSE""]}"
064fd4db4cdbb33dffed,ACARBOSE,approved_small_molecule,IMPAX LABORATORIES INC,,0.0,approved,[],32.47,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (6 applicants)""]",FDA Orange Book,078441,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 6, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ACARBOSE""]}"
359a54734137645f9ff2,ACARBOSE,approved_small_molecule,SOMERSET THERAPEUTICS LLC,,0.0,approved,[],32.47,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (6 applicants)""]",FDA Orange Book,091343,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 6, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ACARBOSE""]}"
c58a8e031c6e756a1ae2,ACARBOSE,approved_small_molecule,STRIDES PHARMA GLOBAL PTE LTD,,0.0,approved,[],32.47,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (6 applicants)""]",FDA Orange Book,090912,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 6, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ACARBOSE""]}"
d7784e039615d5f0fa9c,ACARBOSE,approved_small_molecule,WATSON LABORATORIES INC,,0.0,approved,[],32.47,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""moderate listed competition (6 applicants)""]",FDA Orange Book,077532,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 6, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""TABLET;ORAL""], ""trade_names"": [""ACARBOSE""]}"
dd70c7550241e6a94938,ACEBUTOLOL HYDROCHLORIDE,approved_small_molecule,AMNEAL PHARMACEUTICAL,,0.0,approved,[],37.75,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""limited listed competition (2 applicants)""]",FDA Orange Book,075047,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 2, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""CAPSULE;ORAL""], ""trade_names"": [""ACEBUTOLOL HYDROCHLORIDE""]}"
786886fa1fa5979daef3,ACEBUTOLOL HYDROCHLORIDE,approved_small_molecule,ANI PHARMACEUTICALS INC,ANIP,1.0,approved,[],37.75,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""limited listed competition (2 applicants)""]",FDA Orange Book,074007,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 2, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""CAPSULE;ORAL""], ""trade_names"": [""ACEBUTOLOL HYDROCHLORIDE""]}"
e86cfdf9725d85fcfe22,ACECLIDINE HYDROCHLORIDE,approved_small_molecule,LENZ THERAPEUTICS INC,LENZ,1.0,approved,[],83.73,"[""FDA-listed marketed product"", ""innovator/reference application"", ""17.6 years of listed protection"", ""single listed applicant for ingredient""]",FDA Orange Book,218585,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,2044-03-15,2030-07-31,"{""applicant_count_for_ingredient"": 1, ""application_types"": [""N""], ""is_reference_drug"": true, ""patent_count"": 6, ""routes"": [""SOLUTION/DROPS;OPHTHALMIC""], ""trade_names"": [""VIZZ""]}"
b5e65a8aba221a4c3cda,ACETAMINOPHEN,approved_small_molecule,APOTEX INC,,0.0,approved,[],25.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (20 applicants)""]",FDA Orange Book,205746,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 20, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""SOLUTION;INTRAVENOUS""], ""trade_names"": [""ACETAMINOPHEN""]}"
2f9695a237173778574d,ACETAMINOPHEN,approved_small_molecule,ASPIRO PHARMA LTD,,0.0,approved,[],25.73,"[""FDA-listed marketed product"", ""generic application"", ""no unexpired listed patent/exclusivity found"", ""high listed competition (20 applicants)""]",FDA Orange Book,216617,https://www.fda.gov/drugs/drug-approvals-and-databases/orange-book-data-files,,,,"{""applicant_count_for_ingredient"": 20, ""application_types"": [""A""], ""is_reference_drug"": false, ""patent_count"": 0, ""routes"": [""SOLUTION;INTRAVENOUS""], ""trade_names"": [""ACETAMINOPHEN""]}"
